374497.19951665,4942198.15755943,1
374497.56156321,4942197.83478759,1
374500.68728848,4942195.05598183,1
374503.85346654,4942192.28267519,1
374507.04605861,4942189.59450235,1
374510.33813239,4942186.99065278,1
374513.67293284,4942184.48520633,1
374516.99580045,4942181.94119029,1
374520.26064958,4942179.30787267,1
374523.50782891,4942176.62961886,1
374526.69837937,4942173.85777515,1
374529.7973146,4942171.01816835,1
374532.84724351,4942168.18386943,1
374535.95919715,4942165.43926081,1
374539.12921089,4942162.72534016,1
374542.26256559,4942160.07256882,1
374545.23606807,4942157.74330094,1
374548.43862886,4942155.81451149,1
374551.98033521,4942154.84211469,1
374555.90153483,4942154.50799505,1
374559.81345761,4942154.43464923,1
374563.70494165,4942154.77871139,1
374567.76987399,4942155.26056885,1
374572.5293974,4942155.50580959,1
374577.14314503,4942154.42305522,1
374581.03282979,4942153.12646722,1
374585.0401082,4942151.61914202,1
374588.72161524,4942149.26842489,1
374592.27177227,4942147.10790304,1
374595.84200427,4942144.9678479,1
374599.40408488,4942142.87905713,1
374602.96565301,4942140.94398152,1
374606.83457916,4942139.4573371,1
374610.71380296,4942138.5069093,1
374614.70975963,4942137.49049396,1
374618.75884836,4942136.49373277,1
374622.82783977,4942135.34525503,1
374626.82020165,4942133.82977066,1
374630.58701505,4942131.80826598,1
374634.16382797,4942129.43608446,1
374637.38546054,4942126.58447879,1
374640.22117354,4942123.42386235,1
374642.73754936,4942120.03772223,1
374644.87588375,4942116.35359705,1
374646.83744143,4942112.86812818,1
374649.14208568,4942109.56844468,1
374652.08230212,4942106.92143239,1
374655.39528787,4942104.47995457,1
374658.84396988,4942102.18029599,1
374662.32659221,4942099.94224677,1
374665.80101642,4942097.77478292,1
374669.45502487,4942095.75318419,1
374673.12756833,4942093.7533114,1
374676.80154343,4942091.81535034,1
374680.57738583,4942090.24182478,1
374684.4196876,4942089.17397256,1
374688.37343059,4942088.93723273,1
374692.52357325,4942089.02374246,1
374696.33351952,4942090.2082201,1
374699.88329566,4942092.57011857,1
374703.16438282,4942095.12624616,1
374705.85842646,4942098.26768119,1
374708.4403932,4942101.53070278,1
374710.84992076,4942104.90421074,1
374713.32725528,4942108.37208053,1
374716.18750856,4942111.41975825,1
374719.04447755,4942114.43769268,1
374722.20984221,4942117.1365627,1
374725.55826196,4942119.62178236,1
374728.93395124,4942122.10217965,1
374732.28157935,4942124.60455796,1
374735.63238603,4942127.10041014,1
374738.9958022,4942129.5874268,1
374742.27948346,4942132.18729968,1
374745.56569883,4942134.78759899,1
374748.75951336,4942137.45960245,1
374751.93089507,4942140.17965212,1
374755.08848973,4942142.9326394,1
374758.25257035,4942145.68244701,1
374761.36883889,4942148.50191166,1
374764.35240479,4942151.39319151,1
374767.25023775,4942154.37192008,1
374769.7726636,4942157.64805788,1
374771.79495473,4942161.1310852,1
374773.36160956,4942164.96000217,1
374774.51367399,4942168.90948729,1
374775.04000654,4942173.05129049,1
374775.50901773,4942177.25636184,1
374776.17016273,4942181.37848482,1
374776.91283516,4942185.50287154,1
374777.71681734,4942189.60834668,1
374778.41509281,4942193.70269048,1
374778.50322489,4942197.94615565,1
374778.32179039,4942202.12151962,1
374778.43973379,4942206.25676868,1
374779.34104428,4942210.28967602,1
374780.6208007,4942214.28117804,1
374782.68350724,4942218.11002391,1
374784.99886842,4942221.55975432,1
374786.6229917,4942223.76834955,1
