374714.97335041,4942373.0691565,4
374714.64615118,4942372.12631366,4
374714.31895195,4942371.18347081,4
374713.99175272,4942370.24062797,4
374713.66455349,4942369.29778512,4
374713.33735426,4942368.35494228,4
374713.01015503,4942367.41209943,4
374712.6829558,4942366.46925658,4
374712.35575657,4942365.52641374,4
374712.02855734,4942364.58357089,4
374711.70135811,4942363.64072805,4
374711.37415887,4942362.6978852,4
374711.04695964,4942361.75504236,4
374710.71976041,4942360.81219951,4
374710.39256118,4942359.86935667,4
374710.06536195,4942358.92651382,4
374709.73816272,4942357.98367097,4
374709.41096349,4942357.04082813,4
374709.08376426,4942356.09798528,4
374708.75656503,4942355.15514244,4
374708.4293658,4942354.21229959,4
374708.10216657,4942353.26945675,4
374707.77496734,4942352.3266139,4
374707.4477681,4942351.38377106,4
374707.12056887,4942350.44092821,4
374706.79336964,4942349.49808536,4
374706.46617041,4942348.55524252,4
374706.13897118,4942347.61239967,4
374705.81177195,4942346.66955683,4
374705.48457272,4942345.72671398,4
374705.15737349,4942344.78387114,4
374704.83017426,4942343.84102829,4
374704.50297503,4942342.89818545,4
374704.1757758,4942341.9553426,4
374703.84857657,4942341.01249975,4
374703.52137733,4942340.06965691,4
374703.1941781,4942339.12681406,4
374702.86697887,4942338.18397122,4
374702.53977964,4942337.24112837,4
374702.21258041,4942336.29828553,4
374701.88538118,4942335.35544268,4
374701.55818195,4942334.41259984,4
374701.23098272,4942333.46975699,4
374700.90378349,4942332.52691414,4
374700.57658426,4942331.5840713,4
374700.24938503,4942330.64122845,4
374699.92218579,4942329.69838561,4
374699.59498656,4942328.75554276,4
374699.26778733,4942327.81269992,4
374698.9405881,4942326.86985707,4
374698.61338887,4942325.92701423,4
374698.28618964,4942324.98417138,4
374697.95899041,4942324.04132853,4
374697.63179118,4942323.09848569,4
374697.30459195,4942322.15564284,4
374696.97739272,4942321.2128,4
374696.65019349,4942320.26995715,4
374696.32299426,4942319.32711431,4
374695.99579502,4942318.38427146,4
374695.66859579,4942317.44142862,4
374695.34139656,4942316.49858577,4
374695.01419733,4942315.55574293,4
374694.6869981,4942314.61290008,4
374694.35979887,4942313.67005723,4
374694.03259964,4942312.72721439,4
374693.70540041,4942311.78437154,4
374693.37820118,4942310.8415287,4
374693.05100195,4942309.89868585,4
374692.72380272,4942308.95584301,4
374692.39660348,4942308.01300016,4
374692.06940425,4942307.07015731,4
374691.74220502,4942306.12731447,4
374691.41500579,4942305.18447162,4
374691.08780656,4942304.24162878,4
374690.76060733,4942303.29878593,4
374690.4334081,4942302.35594309,4
374690.10620887,4942301.41310024,4
374689.77900964,4942300.4702574,4
374689.45181041,4942299.52741455,4
374689.12461118,4942298.58457171,4
374688.79741195,4942297.64172886,4
374688.47021271,4942296.69888601,4
374688.14301348,4942295.75604317,4
374687.81581425,4942294.81320032,4
374687.48861502,4942293.87035748,4
374687.16141579,4942292.92751463,4
374686.83421656,4942291.98467179,4
374686.50701733,4942291.04182894,4
374686.1798181,4942290.09898609,4
374685.85261887,4942289.15614325,4
374685.52541964,4942288.2133004,4
374685.19822041,4942287.27045756,4
374684.87102118,4942286.32761471,4
374684.54382194,4942285.38477187,4
374684.21662271,4942284.44192902,4
374683.88942348,4942283.49908618,4
374683.56222425,4942282.55624333,4
374683.23502502,4942281.61340049,4
374682.90782579,4942280.67055764,4
374682.58062656,4942279.72771479,4
374682.25342733,4942278.78487195,4
374681.9262281,4942277.8420291,4
374681.59902887,4942276.89918626,4
374681.27182964,4942275.95634341,4
374680.9446304,4942275.01350057,4
374680.61743117,4942274.07065772,4
374680.29023194,4942273.12781487,4
374679.96303271,4942272.18497203,4
374679.63583348,4942271.24212918,4
374679.30863425,4942270.29928634,4
374678.98143502,4942269.35644349,4
374678.65423579,4942268.41360065,4
374678.32703656,4942267.4707578,4
374677.99983733,4942266.52791496,4
374677.6726381,4942265.58507211,4
374677.34543887,4942264.64222926,4
374677.01823963,4942263.69938642,4
374676.6910404,4942262.75654357,4
374676.36384117,4942261.81370073,4
374676.03664194,4942260.87085788,4
374675.70944271,4942259.92801504,4
374675.38224348,4942258.98517219,4
374675.05504425,4942258.04232935,4
374674.72784502,4942257.0994865,4
374674.40064579,4942256.15664366,4
374674.07344656,4942255.21380081,4
374673.74624733,4942254.27095796,4
374673.4190481,4942253.32811512,4
374673.09184886,4942252.38527227,4
374672.76464963,4942251.44242943,4
374672.4374504,4942250.49958658,4
374672.11025117,4942249.55674374,4
374671.78305194,4942248.61390089,4
374671.45585271,4942247.67105804,4
374671.12865348,4942246.7282152,4
374670.80145425,4942245.78537235,4
374670.47425502,4942244.84252951,4
374670.14705579,4942243.89968666,4
374669.81985656,4942242.95684382,4
374669.49265732,4942242.01400097,4
374669.16545809,4942241.07115813,4
374668.83825886,4942240.12831528,4
374668.51105963,4942239.18547244,4
374668.1838604,4942238.24262959,4
374667.85666117,4942237.29978674,4
374667.52946194,4942236.3569439,4
374667.20226271,4942235.41410105,4
374666.87506348,4942234.47125821,4
374666.54786425,4942233.52841536,4
374666.22066502,4942232.58557252,4
374665.89346579,4942231.64272967,4
374665.56626655,4942230.69988682,4
374665.23906732,4942229.75704398,4
374664.91186809,4942228.81420113,4
374664.58466886,4942227.87135829,4
374664.25746963,4942226.92851544,4
374663.9302704,4942225.9856726,4
374663.60307117,4942225.04282975,4
374663.27587194,4942224.09998691,4
374662.94867271,4942223.15714406,4
374662.62147348,4942222.21430122,4
374662.29427425,4942221.27145837,4
374661.96707502,4942220.32861552,4
374661.63987578,4942219.38577268,4
374661.31267655,4942218.44292983,4
374660.98547732,4942217.50008699,4
374660.65827809,4942216.55724414,4
374660.33107886,4942215.6144013,4
374660.00387963,4942214.67155845,4
374659.6766804,4942213.72871561,4
374659.34948117,4942212.78587276,4
374659.02228194,4942211.84302991,4
374658.69508271,4942210.90018707,4
374658.36788348,4942209.95734422,4
374658.04068424,4942209.01450138,4
374657.71348501,4942208.07165853,4
374657.38628578,4942207.12881569,4
374657.05908655,4942206.18597284,4
374656.73188732,4942205.24313,4
374656.40468809,4942204.30028715,4
374656.07748886,4942203.3574443,4
374655.75028963,4942202.41460146,4
374655.4230904,4942201.47175861,4
374655.09589117,4942200.52891577,4
374654.76869194,4942199.58607292,4
374654.44149271,4942198.64323008,4
374654.11429347,4942197.70038723,4
374653.78709424,4942196.75754439,4
374653.45989501,4942195.81470154,4
374653.13269578,4942194.87185869,4
374652.80549655,4942193.92901585,4
374652.47829732,4942192.986173,4
374652.15109809,4942192.04333016,4
374651.82389886,4942191.10048731,4
374651.49669963,4942190.15764447,4
374651.1695004,4942189.21480162,4
374650.84230117,4942188.27195878,4
374650.51510193,4942187.32911593,4
374650.1879027,4942186.38627308,4
374649.86070347,4942185.44343024,4
